par_1,par_2,par_3,fluxo,score_total,score_medio,tipo_ciclo
PARV2_074,PARV2_177,PARV2_142,PARV2_074 → PARV2_177 → PARV2_142 → PARV2_074,2.057,0.686,3_pares
PARV2_032,PARV2_125,PARV2_204,PARV2_032 → PARV2_125 → PARV2_204 → PARV2_032,2.057,0.686,3_pares
PARV2_051,PARV2_239,PARV2_065,PARV2_051 → PARV2_239 → PARV2_065 → PARV2_051,2.057,0.686,3_pares
PARV2_074,PARV2_204,PARV2_225,PARV2_074 → PARV2_204 → PARV2_225 → PARV2_074,2.057,0.686,3_pares
PARV2_013,PARV2_239,PARV2_135,PARV2_013 → PARV2_239 → PARV2_135 → PARV2_013,2.057,0.686,3_pares
PARV2_049,PARV2_134,PARV2_179,PARV2_049 → PARV2_134 → PARV2_179 → PARV2_049,2.056,0.685,3_pares
PARV2_021,PARV2_166,PARV2_125,PARV2_021 → PARV2_166 → PARV2_125 → PARV2_021,2.056,0.685,3_pares
PARV2_013,PARV2_049,PARV2_238,PARV2_013 → PARV2_049 → PARV2_238 → PARV2_013,2.056,0.685,3_pares
PARV2_159,PARV2_181,PARV2_193,PARV2_159 → PARV2_181 → PARV2_193 → PARV2_159,2.056,0.685,3_pares
PARV2_006,PARV2_209,PARV2_079,PARV2_006 → PARV2_209 → PARV2_079 → PARV2_006,2.056,0.685,3_pares
PARV2_006,PARV2_200,PARV2_187,PARV2_006 → PARV2_200 → PARV2_187 → PARV2_006,2.056,0.685,3_pares
PARV2_006,PARV2_090,PARV2_198,PARV2_006 → PARV2_090 → PARV2_198 → PARV2_006,2.056,0.685,3_pares
PARV2_006,PARV2_021,PARV2_166,PARV2_006 → PARV2_021 → PARV2_166 → PARV2_006,2.056,0.685,3_pares
PARV2_049,PARV2_159,PARV2_207,PARV2_049 → PARV2_159 → PARV2_207 → PARV2_049,2.056,0.685,3_pares
PARV2_154,PARV2_171,PARV2_159,PARV2_154 → PARV2_171 → PARV2_159 → PARV2_154,2.056,0.685,3_pares
PARV2_166,PARV2_235,PARV2_239,PARV2_166 → PARV2_235 → PARV2_239 → PARV2_166,2.056,0.685,3_pares
PARV2_051,PARV2_239,PARV2_219,PARV2_051 → PARV2_239 → PARV2_219 → PARV2_051,2.056,0.685,3_pares
PARV2_021,PARV2_182,PARV2_239,PARV2_021 → PARV2_182 → PARV2_239 → PARV2_021,2.056,0.685,3_pares
PARV2_074,PARV2_218,PARV2_143,PARV2_074 → PARV2_218 → PARV2_143 → PARV2_074,2.056,0.685,3_pares
PARV2_001,PARV2_171,PARV2_166,PARV2_001 → PARV2_171 → PARV2_166 → PARV2_001,2.056,0.685,3_pares
PARV2_035,PARV2_204,PARV2_138,PARV2_035 → PARV2_204 → PARV2_138 → PARV2_035,2.056,0.685,3_pares
PARV2_121,PARV2_166,PARV2_204,PARV2_121 → PARV2_166 → PARV2_204 → PARV2_121,2.056,0.685,3_pares
PARV2_159,PARV2_200,PARV2_244,PARV2_159 → PARV2_200 → PARV2_244 → PARV2_159,2.056,0.685,3_pares
PARV2_171,PARV2_204,PARV2_177,PARV2_171 → PARV2_204 → PARV2_177 → PARV2_171,2.056,0.685,3_pares
PARV2_032,PARV2_107,PARV2_159,PARV2_032 → PARV2_107 → PARV2_159 → PARV2_032,2.056,0.685,3_pares
PARV2_074,PARV2_146,PARV2_108,PARV2_074 → PARV2_146 → PARV2_108 → PARV2_074,2.055,0.685,3_pares
PARV2_133,PARV2_193,PARV2_159,PARV2_133 → PARV2_193 → PARV2_159 → PARV2_133,2.055,0.685,3_pares
PARV2_006,PARV2_065,PARV2_014,PARV2_006 → PARV2_065 → PARV2_014 → PARV2_006,2.055,0.685,3_pares
PARV2_127,PARV2_166,PARV2_171,PARV2_127 → PARV2_166 → PARV2_171 → PARV2_127,2.055,0.685,3_pares
PARV2_074,PARV2_239,PARV2_116,PARV2_074 → PARV2_239 → PARV2_116 → PARV2_074,2.055,0.685,3_pares
PARV2_079,PARV2_239,PARV2_204,PARV2_079 → PARV2_239 → PARV2_204 → PARV2_079,2.055,0.685,3_pares
PARV2_021,PARV2_049,PARV2_174,PARV2_021 → PARV2_049 → PARV2_174 → PARV2_021,2.055,0.685,3_pares
PARV2_049,PARV2_174,PARV2_070,PARV2_049 → PARV2_174 → PARV2_070 → PARV2_049,2.055,0.685,3_pares
PARV2_069,PARV2_129,PARV2_216,PARV2_069 → PARV2_129 → PARV2_216 → PARV2_069,2.055,0.685,3_pares
PARV2_166,PARV2_235,PARV2_246,PARV2_166 → PARV2_235 → PARV2_246 → PARV2_166,2.055,0.685,3_pares
PARV2_006,PARV2_108,PARV2_159,PARV2_006 → PARV2_108 → PARV2_159 → PARV2_006,2.055,0.685,3_pares
PARV2_049,PARV2_239,PARV2_102,PARV2_049 → PARV2_239 → PARV2_102 → PARV2_049,2.055,0.685,3_pares
PARV2_006,PARV2_138,PARV2_087,PARV2_006 → PARV2_138 → PARV2_087 → PARV2_006,2.055,0.685,3_pares
PARV2_063,PARV2_235,PARV2_166,PARV2_063 → PARV2_235 → PARV2_166 → PARV2_063,2.055,0.685,3_pares
PARV2_006,PARV2_074,PARV2_022,PARV2_006 → PARV2_074 → PARV2_022 → PARV2_006,2.055,0.685,3_pares
PARV2_065,PARV2_171,PARV2_198,PARV2_065 → PARV2_171 → PARV2_198 → PARV2_065,2.055,0.685,3_pares
PARV2_074,PARV2_204,PARV2_133,PARV2_074 → PARV2_204 → PARV2_133 → PARV2_074,2.055,0.685,3_pares
PARV2_065,PARV2_146,PARV2_239,PARV2_065 → PARV2_146 → PARV2_239 → PARV2_065,2.055,0.685,3_pares
PARV2_127,PARV2_166,PARV2_207,PARV2_127 → PARV2_166 → PARV2_207 → PARV2_127,2.054,0.685,3_pares
PARV2_065,PARV2_193,PARV2_079,PARV2_065 → PARV2_193 → PARV2_079 → PARV2_065,2.054,0.685,3_pares
PARV2_013,PARV2_159,PARV2_203,PARV2_013 → PARV2_159 → PARV2_203 → PARV2_013,2.054,0.685,3_pares
PARV2_051,PARV2_098,PARV2_159,PARV2_051 → PARV2_098 → PARV2_159 → PARV2_051,2.054,0.685,3_pares
PARV2_065,PARV2_179,PARV2_079,PARV2_065 → PARV2_179 → PARV2_079 → PARV2_065,2.054,0.685,3_pares
PARV2_159,PARV2_204,PARV2_202,PARV2_159 → PARV2_204 → PARV2_202 → PARV2_159,2.054,0.685,3_pares
PARV2_074,PARV2_235,PARV2_187,PARV2_074 → PARV2_235 → PARV2_187 → PARV2_074,2.054,0.685,3_pares
PARV2_133,PARV2_159,PARV2_154,PARV2_133 → PARV2_159 → PARV2_154 → PARV2_133,2.054,0.685,3_pares
PARV2_006,PARV2_138,PARV2_225,PARV2_006 → PARV2_138 → PARV2_225 → PARV2_006,2.054,0.685,3_pares
PARV2_013,PARV2_171,PARV2_218,PARV2_013 → PARV2_171 → PARV2_218 → PARV2_013,2.054,0.685,3_pares
PARV2_159,PARV2_204,PARV2_235,PARV2_159 → PARV2_204 → PARV2_235 → PARV2_159,2.053,0.684,3_pares
PARV2_006,PARV2_108,PARV2_239,PARV2_006 → PARV2_108 → PARV2_239 → PARV2_006,2.053,0.684,3_pares
PARV2_006,PARV2_074,PARV2_204,PARV2_006 → PARV2_074 → PARV2_204 → PARV2_006,2.053,0.684,3_pares
PARV2_035,PARV2_204,PARV2_063,PARV2_035 → PARV2_204 → PARV2_063 → PARV2_035,2.053,0.684,3_pares
PARV2_006,PARV2_159,PARV2_135,PARV2_006 → PARV2_159 → PARV2_135 → PARV2_006,2.053,0.684,3_pares
PARV2_006,PARV2_159,PARV2_225,PARV2_006 → PARV2_159 → PARV2_225 → PARV2_006,2.053,0.684,3_pares
PARV2_074,PARV2_198,PARV2_108,PARV2_074 → PARV2_198 → PARV2_108 → PARV2_074,2.053,0.684,3_pares
PARV2_108,PARV2_177,PARV2_159,PARV2_108 → PARV2_177 → PARV2_159 → PARV2_108,2.053,0.684,3_pares
PARV2_041,PARV2_239,PARV2_204,PARV2_041 → PARV2_239 → PARV2_204 → PARV2_041,2.053,0.684,3_pares
PARV2_098,PARV2_204,PARV2_193,PARV2_098 → PARV2_204 → PARV2_193 → PARV2_098,2.053,0.684,3_pares
PARV2_049,PARV2_193,PARV2_200,PARV2_049 → PARV2_193 → PARV2_200 → PARV2_049,2.053,0.684,3_pares
PARV2_171,PARV2_204,PARV2_207,PARV2_171 → PARV2_204 → PARV2_207 → PARV2_171,2.053,0.684,3_pares
PARV2_006,PARV2_069,PARV2_074,PARV2_006 → PARV2_069 → PARV2_074 → PARV2_006,2.053,0.684,3_pares
PARV2_060,PARV2_232,PARV2_108,PARV2_060 → PARV2_232 → PARV2_108 → PARV2_060,2.053,0.684,3_pares
PARV2_129,PARV2_216,PARV2_159,PARV2_129 → PARV2_216 → PARV2_159 → PARV2_129,2.053,0.684,3_pares
PARV2_107,PARV2_134,PARV2_159,PARV2_107 → PARV2_134 → PARV2_159 → PARV2_107,2.053,0.684,3_pares
PARV2_127,PARV2_159,PARV2_210,PARV2_127 → PARV2_159 → PARV2_210 → PARV2_127,2.053,0.684,3_pares
PARV2_159,PARV2_204,PARV2_216,PARV2_159 → PARV2_204 → PARV2_216 → PARV2_159,2.053,0.684,3_pares
PARV2_006,PARV2_065,PARV2_166,PARV2_006 → PARV2_065 → PARV2_166 → PARV2_006,2.052,0.684,3_pares
PARV2_065,PARV2_159,PARV2_237,PARV2_065 → PARV2_159 → PARV2_237 → PARV2_065,2.052,0.684,3_pares
PARV2_090,PARV2_198,PARV2_239,PARV2_090 → PARV2_198 → PARV2_239 → PARV2_090,2.052,0.684,3_pares
PARV2_049,PARV2_174,PARV2_138,PARV2_049 → PARV2_174 → PARV2_138 → PARV2_049,2.052,0.684,3_pares
PARV2_107,PARV2_110,PARV2_239,PARV2_107 → PARV2_110 → PARV2_239 → PARV2_107,2.052,0.684,3_pares
PARV2_098,PARV2_204,PARV2_136,PARV2_098 → PARV2_204 → PARV2_136 → PARV2_098,2.052,0.684,3_pares
PARV2_006,PARV2_074,PARV2_135,PARV2_006 → PARV2_074 → PARV2_135 → PARV2_006,2.052,0.684,3_pares
PARV2_135,PARV2_138,PARV2_159,PARV2_135 → PARV2_138 → PARV2_159 → PARV2_135,2.052,0.684,3_pares
PARV2_006,PARV2_049,PARV2_069,PARV2_006 → PARV2_049 → PARV2_069 → PARV2_006,2.052,0.684,3_pares
PARV2_063,PARV2_244,PARV2_166,PARV2_063 → PARV2_244 → PARV2_166 → PARV2_063,2.052,0.684,3_pares
PARV2_159,PARV2_240,PARV2_193,PARV2_159 → PARV2_240 → PARV2_193 → PARV2_159,2.052,0.684,3_pares
PARV2_032,PARV2_209,PARV2_200,PARV2_032 → PARV2_209 → PARV2_200 → PARV2_032,2.052,0.684,3_pares
PARV2_006,PARV2_074,PARV2_159,PARV2_006 → PARV2_074 → PARV2_159 → PARV2_006,2.052,0.684,3_pares
PARV2_108,PARV2_219,PARV2_159,PARV2_108 → PARV2_219 → PARV2_159 → PARV2_108,2.052,0.684,3_pares
PARV2_108,PARV2_193,PARV2_204,PARV2_108 → PARV2_193 → PARV2_204 → PARV2_108,2.052,0.684,3_pares
PARV2_116,PARV2_179,PARV2_204,PARV2_116 → PARV2_179 → PARV2_204 → PARV2_116,2.052,0.684,3_pares
PARV2_166,PARV2_244,PARV2_193,PARV2_166 → PARV2_244 → PARV2_193 → PARV2_166,2.052,0.684,3_pares
PARV2_006,PARV2_193,PARV2_159,PARV2_006 → PARV2_193 → PARV2_159 → PARV2_006,2.052,0.684,3_pares
PARV2_070,PARV2_179,PARV2_166,PARV2_070 → PARV2_179 → PARV2_166 → PARV2_070,2.052,0.684,3_pares
PARV2_142,PARV2_204,PARV2_148,PARV2_142 → PARV2_204 → PARV2_148 → PARV2_142,2.052,0.684,3_pares
PARV2_108,PARV2_204,PARV2_239,PARV2_108 → PARV2_204 → PARV2_239 → PARV2_108,2.051,0.684,3_pares
PARV2_074,PARV2_159,PARV2_139,PARV2_074 → PARV2_159 → PARV2_139 → PARV2_074,2.051,0.684,3_pares
PARV2_074,PARV2_121,PARV2_239,PARV2_074 → PARV2_121 → PARV2_239 → PARV2_074,2.051,0.684,3_pares
PARV2_065,PARV2_193,PARV2_159,PARV2_065 → PARV2_193 → PARV2_159 → PARV2_065,2.051,0.684,3_pares
PARV2_014,PARV2_098,PARV2_204,PARV2_014 → PARV2_098 → PARV2_204 → PARV2_014,2.051,0.684,3_pares
PARV2_006,PARV2_070,PARV2_074,PARV2_006 → PARV2_070 → PARV2_074 → PARV2_006,2.051,0.684,3_pares
PARV2_022,PARV2_138,PARV2_159,PARV2_022 → PARV2_138 → PARV2_159 → PARV2_022,2.051,0.684,3_pares
PARV2_127,PARV2_166,PARV2_134,PARV2_127 → PARV2_166 → PARV2_134 → PARV2_127,2.051,0.684,3_pares
PARV2_139,PARV2_159,PARV2_154,PARV2_139 → PARV2_159 → PARV2_154 → PARV2_139,2.051,0.684,3_pares
PARV2_032,PARV2_181,PARV2_159,PARV2_032 → PARV2_181 → PARV2_159 → PARV2_032,2.051,0.684,3_pares
PARV2_133,PARV2_179,PARV2_166,PARV2_133 → PARV2_179 → PARV2_166 → PARV2_133,2.051,0.684,3_pares
PARV2_006,PARV2_194,PARV2_074,PARV2_006 → PARV2_194 → PARV2_074 → PARV2_006,2.051,0.684,3_pares
PARV2_013,PARV2_142,PARV2_074,PARV2_013 → PARV2_142 → PARV2_074 → PARV2_013,2.051,0.684,3_pares
PARV2_204,PARV2_235,PARV2_221,PARV2_204 → PARV2_235 → PARV2_221 → PARV2_204,2.05,0.683,3_pares
PARV2_074,PARV2_204,PARV2_209,PARV2_074 → PARV2_204 → PARV2_209 → PARV2_074,2.05,0.683,3_pares
PARV2_139,PARV2_179,PARV2_159,PARV2_139 → PARV2_179 → PARV2_159 → PARV2_139,2.05,0.683,3_pares
PARV2_090,PARV2_198,PARV2_108,PARV2_090 → PARV2_198 → PARV2_108 → PARV2_090,2.05,0.683,3_pares
PARV2_204,PARV2_216,PARV2_221,PARV2_204 → PARV2_216 → PARV2_221 → PARV2_204,2.05,0.683,3_pares
PARV2_129,PARV2_134,PARV2_198,PARV2_129 → PARV2_134 → PARV2_198 → PARV2_129,2.05,0.683,3_pares
PARV2_110,PARV2_239,PARV2_177,PARV2_110 → PARV2_239 → PARV2_177 → PARV2_110,2.05,0.683,3_pares
PARV2_074,PARV2_240,PARV2_127,PARV2_074 → PARV2_240 → PARV2_127 → PARV2_074,2.05,0.683,3_pares
PARV2_022,PARV2_239,PARV2_074,PARV2_022 → PARV2_239 → PARV2_074 → PARV2_022,2.05,0.683,3_pares
PARV2_013,PARV2_174,PARV2_204,PARV2_013 → PARV2_174 → PARV2_204 → PARV2_013,2.05,0.683,3_pares
PARV2_006,PARV2_209,PARV2_014,PARV2_006 → PARV2_209 → PARV2_014 → PARV2_006,2.05,0.683,3_pares
PARV2_079,PARV2_129,PARV2_179,PARV2_079 → PARV2_129 → PARV2_179 → PARV2_079,2.049,0.683,3_pares
PARV2_142,PARV2_204,PARV2_194,PARV2_142 → PARV2_204 → PARV2_194 → PARV2_142,2.049,0.683,3_pares
PARV2_069,PARV2_239,PARV2_177,PARV2_069 → PARV2_239 → PARV2_177 → PARV2_069,2.049,0.683,3_pares
PARV2_032,PARV2_113,PARV2_239,PARV2_032 → PARV2_113 → PARV2_239 → PARV2_032,2.049,0.683,3_pares
PARV2_127,PARV2_204,PARV2_244,PARV2_127 → PARV2_204 → PARV2_244 → PARV2_127,2.049,0.683,3_pares
PARV2_159,PARV2_204,PARV2_244,PARV2_159 → PARV2_204 → PARV2_244 → PARV2_159,2.049,0.683,3_pares
PARV2_063,PARV2_246,PARV2_166,PARV2_063 → PARV2_246 → PARV2_166 → PARV2_063,2.049,0.683,3_pares
PARV2_013,PARV2_174,PARV2_200,PARV2_013 → PARV2_174 → PARV2_200 → PARV2_013,2.049,0.683,3_pares
PARV2_179,PARV2_200,PARV2_219,PARV2_179 → PARV2_200 → PARV2_219 → PARV2_179,2.049,0.683,3_pares
PARV2_069,PARV2_239,PARV2_193,PARV2_069 → PARV2_239 → PARV2_193 → PARV2_069,2.049,0.683,3_pares
PARV2_049,PARV2_110,PARV2_239,PARV2_049 → PARV2_110 → PARV2_239 → PARV2_049,2.049,0.683,3_pares
PARV2_051,PARV2_138,PARV2_219,PARV2_051 → PARV2_138 → PARV2_219 → PARV2_051,2.049,0.683,3_pares
PARV2_108,PARV2_200,PARV2_232,PARV2_108 → PARV2_200 → PARV2_232 → PARV2_108,2.049,0.683,3_pares
PARV2_116,PARV2_182,PARV2_239,PARV2_116 → PARV2_182 → PARV2_239 → PARV2_116,2.049,0.683,3_pares
PARV2_006,PARV2_142,PARV2_166,PARV2_006 → PARV2_142 → PARV2_166 → PARV2_006,2.049,0.683,3_pares
PARV2_006,PARV2_108,PARV2_113,PARV2_006 → PARV2_108 → PARV2_113 → PARV2_006,2.049,0.683,3_pares
PARV2_129,PARV2_179,PARV2_200,PARV2_129 → PARV2_179 → PARV2_200 → PARV2_129,2.049,0.683,3_pares
PARV2_125,PARV2_239,PARV2_159,PARV2_125 → PARV2_239 → PARV2_159 → PARV2_125,2.048,0.683,3_pares
PARV2_069,PARV2_074,PARV2_164,PARV2_069 → PARV2_074 → PARV2_164 → PARV2_069,2.048,0.683,3_pares
PARV2_069,PARV2_171,PARV2_204,PARV2_069 → PARV2_171 → PARV2_204 → PARV2_069,2.048,0.683,3_pares
PARV2_200,PARV2_204,PARV2_219,PARV2_200 → PARV2_204 → PARV2_219 → PARV2_200,2.048,0.683,3_pares
PARV2_006,PARV2_107,PARV2_079,PARV2_006 → PARV2_107 → PARV2_079 → PARV2_006,2.048,0.683,3_pares
PARV2_006,PARV2_090,PARV2_069,PARV2_006 → PARV2_090 → PARV2_069 → PARV2_006,2.048,0.683,3_pares
PARV2_006,PARV2_207,PARV2_198,PARV2_006 → PARV2_207 → PARV2_198 → PARV2_006,2.048,0.683,3_pares
PARV2_022,PARV2_171,PARV2_159,PARV2_022 → PARV2_171 → PARV2_159 → PARV2_022,2.048,0.683,3_pares
PARV2_049,PARV2_134,PARV2_127,PARV2_049 → PARV2_134 → PARV2_127 → PARV2_049,2.048,0.683,3_pares
PARV2_032,PARV2_133,PARV2_074,PARV2_032 → PARV2_133 → PARV2_074 → PARV2_032,2.048,0.683,3_pares
PARV2_021,PARV2_110,PARV2_239,PARV2_021 → PARV2_110 → PARV2_239 → PARV2_021,2.048,0.683,3_pares
PARV2_049,PARV2_127,PARV2_142,PARV2_049 → PARV2_127 → PARV2_142 → PARV2_049,2.048,0.683,3_pares
PARV2_074,PARV2_142,PARV2_143,PARV2_074 → PARV2_142 → PARV2_143 → PARV2_074,2.048,0.683,3_pares
PARV2_032,PARV2_079,PARV2_239,PARV2_032 → PARV2_079 → PARV2_239 → PARV2_032,2.048,0.683,3_pares
PARV2_148,PARV2_166,PARV2_204,PARV2_148 → PARV2_166 → PARV2_204 → PARV2_148,2.048,0.683,3_pares
PARV2_098,PARV2_142,PARV2_136,PARV2_098 → PARV2_142 → PARV2_136 → PARV2_098,2.047,0.682,3_pares
PARV2_049,PARV2_127,PARV2_159,PARV2_049 → PARV2_127 → PARV2_159 → PARV2_049,2.047,0.682,3_pares
PARV2_098,PARV2_159,PARV2_181,PARV2_098 → PARV2_159 → PARV2_181 → PARV2_098,2.047,0.682,3_pares
PARV2_014,PARV2_074,PARV2_159,PARV2_014 → PARV2_074 → PARV2_159 → PARV2_014,2.047,0.682,3_pares
PARV2_177,PARV2_193,PARV2_216,PARV2_177 → PARV2_193 → PARV2_216 → PARV2_177,2.047,0.682,3_pares
PARV2_074,PARV2_239,PARV2_135,PARV2_074 → PARV2_239 → PARV2_135 → PARV2_074,2.047,0.682,3_pares
PARV2_166,PARV2_204,PARV2_240,PARV2_166 → PARV2_204 → PARV2_240 → PARV2_166,2.047,0.682,3_pares
PARV2_074,PARV2_116,PARV2_134,PARV2_074 → PARV2_116 → PARV2_134 → PARV2_074,2.047,0.682,3_pares
PARV2_006,PARV2_116,PARV2_074,PARV2_006 → PARV2_116 → PARV2_074 → PARV2_006,2.047,0.682,3_pares
PARV2_006,PARV2_159,PARV2_032,PARV2_006 → PARV2_159 → PARV2_032 → PARV2_006,2.047,0.682,3_pares
PARV2_204,PARV2_239,PARV2_221,PARV2_204 → PARV2_239 → PARV2_221 → PARV2_204,2.047,0.682,3_pares
PARV2_138,PARV2_171,PARV2_204,PARV2_138 → PARV2_171 → PARV2_204 → PARV2_138,2.047,0.682,3_pares
PARV2_006,PARV2_074,PARV2_137,PARV2_006 → PARV2_074 → PARV2_137 → PARV2_006,2.047,0.682,3_pares
PARV2_006,PARV2_013,PARV2_239,PARV2_006 → PARV2_013 → PARV2_239 → PARV2_006,2.047,0.682,3_pares
PARV2_006,PARV2_105,PARV2_203,PARV2_006 → PARV2_105 → PARV2_203 → PARV2_006,2.047,0.682,3_pares
PARV2_204,PARV2_212,PARV2_239,PARV2_204 → PARV2_212 → PARV2_239 → PARV2_204,2.047,0.682,3_pares
PARV2_006,PARV2_113,PARV2_239,PARV2_006 → PARV2_113 → PARV2_239 → PARV2_006,2.046,0.682,3_pares
PARV2_065,PARV2_171,PARV2_159,PARV2_065 → PARV2_171 → PARV2_159 → PARV2_065,2.046,0.682,3_pares
PARV2_060,PARV2_177,PARV2_204,PARV2_060 → PARV2_177 → PARV2_204 → PARV2_060,2.046,0.682,3_pares
PARV2_006,PARV2_035,PARV2_069,PARV2_006 → PARV2_035 → PARV2_069 → PARV2_006,2.046,0.682,3_pares
PARV2_204,PARV2_235,PARV2_212,PARV2_204 → PARV2_235 → PARV2_212 → PARV2_204,2.046,0.682,3_pares
PARV2_166,PARV2_207,PARV2_179,PARV2_166 → PARV2_207 → PARV2_179 → PARV2_166,2.046,0.682,3_pares
PARV2_125,PARV2_235,PARV2_159,PARV2_125 → PARV2_235 → PARV2_159 → PARV2_125,2.046,0.682,3_pares
PARV2_068,PARV2_181,PARV2_166,PARV2_068 → PARV2_181 → PARV2_166 → PARV2_068,2.046,0.682,3_pares
PARV2_181,PARV2_182,PARV2_239,PARV2_181 → PARV2_182 → PARV2_239 → PARV2_181,2.046,0.682,3_pares
PARV2_070,PARV2_182,PARV2_074,PARV2_070 → PARV2_182 → PARV2_074 → PARV2_070,2.046,0.682,3_pares
PARV2_108,PARV2_159,PARV2_187,PARV2_108 → PARV2_159 → PARV2_187 → PARV2_108,2.046,0.682,3_pares
PARV2_032,PARV2_174,PARV2_200,PARV2_032 → PARV2_174 → PARV2_200 → PARV2_032,2.046,0.682,3_pares
PARV2_074,PARV2_218,PARV2_194,PARV2_074 → PARV2_218 → PARV2_194 → PARV2_074,2.046,0.682,3_pares
PARV2_074,PARV2_235,PARV2_184,PARV2_074 → PARV2_235 → PARV2_184 → PARV2_074,2.046,0.682,3_pares
PARV2_032,PARV2_219,PARV2_216,PARV2_032 → PARV2_219 → PARV2_216 → PARV2_032,2.046,0.682,3_pares
PARV2_028,PARV2_127,PARV2_204,PARV2_028 → PARV2_127 → PARV2_204 → PARV2_028,2.046,0.682,3_pares
PARV2_177,PARV2_202,PARV2_239,PARV2_177 → PARV2_202 → PARV2_239 → PARV2_177,2.046,0.682,3_pares
PARV2_133,PARV2_171,PARV2_159,PARV2_133 → PARV2_171 → PARV2_159 → PARV2_133,2.046,0.682,3_pares
PARV2_014,PARV2_239,PARV2_065,PARV2_014 → PARV2_239 → PARV2_065 → PARV2_014,2.046,0.682,3_pares
PARV2_032,PARV2_105,PARV2_159,PARV2_032 → PARV2_105 → PARV2_159 → PARV2_032,2.046,0.682,3_pares
PARV2_074,PARV2_174,PARV2_184,PARV2_074 → PARV2_174 → PARV2_184 → PARV2_074,2.046,0.682,3_pares
PARV2_200,PARV2_204,PARV2_212,PARV2_200 → PARV2_204 → PARV2_212 → PARV2_200,2.045,0.682,3_pares
PARV2_133,PARV2_134,PARV2_159,PARV2_133 → PARV2_134 → PARV2_159 → PARV2_133,2.045,0.682,3_pares
PARV2_049,PARV2_110,PARV2_171,PARV2_049 → PARV2_110 → PARV2_171 → PARV2_049,2.045,0.682,3_pares
PARV2_074,PARV2_177,PARV2_136,PARV2_074 → PARV2_177 → PARV2_136 → PARV2_074,2.045,0.682,3_pares
PARV2_122,PARV2_239,PARV2_204,PARV2_122 → PARV2_239 → PARV2_204 → PARV2_122,2.045,0.682,3_pares
PARV2_125,PARV2_246,PARV2_159,PARV2_125 → PARV2_246 → PARV2_159 → PARV2_125,2.045,0.682,3_pares
PARV2_072,PARV2_184,PARV2_074,PARV2_072 → PARV2_184 → PARV2_074 → PARV2_072,2.045,0.682,3_pares
PARV2_125,PARV2_210,PARV2_159,PARV2_125 → PARV2_210 → PARV2_159 → PARV2_125,2.045,0.682,3_pares
PARV2_107,PARV2_203,PARV2_138,PARV2_107 → PARV2_203 → PARV2_138 → PARV2_107,2.045,0.682,3_pares
PARV2_074,PARV2_177,PARV2_127,PARV2_074 → PARV2_177 → PARV2_127 → PARV2_074,2.045,0.682,3_pares
PARV2_006,PARV2_212,PARV2_166,PARV2_006 → PARV2_212 → PARV2_166 → PARV2_006,2.045,0.682,3_pares
PARV2_049,PARV2_174,PARV2_209,PARV2_049 → PARV2_174 → PARV2_209 → PARV2_049,2.045,0.682,3_pares
PARV2_087,PARV2_172,PARV2_204,PARV2_087 → PARV2_172 → PARV2_204 → PARV2_087,2.045,0.682,3_pares
PARV2_090,PARV2_171,PARV2_218,PARV2_090 → PARV2_171 → PARV2_218 → PARV2_090,2.045,0.682,3_pares
PARV2_065,PARV2_239,PARV2_113,PARV2_065 → PARV2_239 → PARV2_113 → PARV2_065,2.045,0.682,3_pares
PARV2_166,PARV2_177,PARV2_202,PARV2_166 → PARV2_177 → PARV2_202 → PARV2_166,2.044,0.681,3_pares
PARV2_127,PARV2_166,PARV2_193,PARV2_127 → PARV2_166 → PARV2_193 → PARV2_127,2.044,0.681,3_pares
PARV2_032,PARV2_111,PARV2_166,PARV2_032 → PARV2_111 → PARV2_166 → PARV2_032,2.044,0.681,3_pares
PARV2_074,PARV2_218,PARV2_221,PARV2_074 → PARV2_218 → PARV2_221 → PARV2_074,2.044,0.681,3_pares
PARV2_074,PARV2_218,PARV2_239,PARV2_074 → PARV2_218 → PARV2_239 → PARV2_074,2.044,0.681,3_pares
PARV2_032,PARV2_065,PARV2_239,PARV2_032 → PARV2_065 → PARV2_239 → PARV2_032,2.044,0.681,3_pares
PARV2_125,PARV2_134,PARV2_166,PARV2_125 → PARV2_134 → PARV2_166 → PARV2_125,2.044,0.681,3_pares
PARV2_079,PARV2_129,PARV2_193,PARV2_079 → PARV2_129 → PARV2_193 → PARV2_079,2.044,0.681,3_pares
PARV2_021,PARV2_127,PARV2_159,PARV2_021 → PARV2_127 → PARV2_159 → PARV2_021,2.044,0.681,3_pares
PARV2_021,PARV2_204,PARV2_063,PARV2_021 → PARV2_204 → PARV2_063 → PARV2_021,2.044,0.681,3_pares
PARV2_049,PARV2_239,PARV2_108,PARV2_049 → PARV2_239 → PARV2_108 → PARV2_049,2.044,0.681,3_pares
PARV2_014,PARV2_074,PARV2_036,PARV2_014 → PARV2_074 → PARV2_036 → PARV2_014,2.044,0.681,3_pares
PARV2_006,PARV2_235,PARV2_014,PARV2_006 → PARV2_235 → PARV2_014 → PARV2_006,2.044,0.681,3_pares
PARV2_108,PARV2_159,PARV2_235,PARV2_108 → PARV2_159 → PARV2_235 → PARV2_108,2.044,0.681,3_pares
PARV2_074,PARV2_105,PARV2_200,PARV2_074 → PARV2_105 → PARV2_200 → PARV2_074,2.044,0.681,3_pares
