par_1,par_2,par_3,fluxo,score_total,score_medio,tipo_ciclo
PAR_068,PAR_090,PAR_075,PAR_068 → PAR_090 → PAR_075 → PAR_068,2.128,0.709,3_pares
PAR_021,PAR_075,PAR_080,PAR_021 → PAR_075 → PAR_080 → PAR_021,2.128,0.709,3_pares
PAR_037,PAR_053,PAR_093,PAR_037 → PAR_053 → PAR_093 → PAR_037,2.128,0.709,3_pares
PAR_021,PAR_073,PAR_094,PAR_021 → PAR_073 → PAR_094 → PAR_021,2.128,0.709,3_pares
PAR_005,PAR_070,PAR_058,PAR_005 → PAR_070 → PAR_058 → PAR_005,2.128,0.709,3_pares
PAR_007,PAR_068,PAR_061,PAR_007 → PAR_068 → PAR_061 → PAR_007,2.128,0.709,3_pares
PAR_034,PAR_046,PAR_069,PAR_034 → PAR_046 → PAR_069 → PAR_034,2.128,0.709,3_pares
PAR_016,PAR_069,PAR_061,PAR_016 → PAR_069 → PAR_061 → PAR_016,2.128,0.709,3_pares
PAR_015,PAR_099,PAR_057,PAR_015 → PAR_099 → PAR_057 → PAR_015,2.128,0.709,3_pares
PAR_037,PAR_103,PAR_058,PAR_037 → PAR_103 → PAR_058 → PAR_037,2.128,0.709,3_pares
PAR_001,PAR_003,PAR_111,PAR_001 → PAR_003 → PAR_111 → PAR_001,2.128,0.709,3_pares
PAR_002,PAR_037,PAR_070,PAR_002 → PAR_037 → PAR_070 → PAR_002,2.128,0.709,3_pares
PAR_075,PAR_076,PAR_094,PAR_075 → PAR_076 → PAR_094 → PAR_075,2.128,0.709,3_pares
PAR_052,PAR_110,PAR_109,PAR_052 → PAR_110 → PAR_109 → PAR_052,2.128,0.709,3_pares
PAR_025,PAR_055,PAR_069,PAR_025 → PAR_055 → PAR_069 → PAR_025,2.128,0.709,3_pares
PAR_003,PAR_021,PAR_117,PAR_003 → PAR_021 → PAR_117 → PAR_003,2.128,0.709,3_pares
PAR_046,PAR_069,PAR_111,PAR_046 → PAR_069 → PAR_111 → PAR_046,2.128,0.709,3_pares
PAR_021,PAR_092,PAR_053,PAR_021 → PAR_092 → PAR_053 → PAR_021,2.128,0.709,3_pares
PAR_021,PAR_039,PAR_037,PAR_021 → PAR_039 → PAR_037 → PAR_021,2.127,0.709,3_pares
PAR_012,PAR_094,PAR_102,PAR_012 → PAR_094 → PAR_102 → PAR_012,2.127,0.709,3_pares
PAR_052,PAR_117,PAR_061,PAR_052 → PAR_117 → PAR_061 → PAR_052,2.127,0.709,3_pares
PAR_012,PAR_038,PAR_069,PAR_012 → PAR_038 → PAR_069 → PAR_012,2.127,0.709,3_pares
PAR_018,PAR_101,PAR_070,PAR_018 → PAR_101 → PAR_070 → PAR_018,2.127,0.709,3_pares
PAR_037,PAR_046,PAR_064,PAR_037 → PAR_046 → PAR_064 → PAR_037,2.127,0.709,3_pares
PAR_037,PAR_046,PAR_099,PAR_037 → PAR_046 → PAR_099 → PAR_037,2.127,0.709,3_pares
PAR_012,PAR_061,PAR_091,PAR_012 → PAR_061 → PAR_091 → PAR_012,2.127,0.709,3_pares
PAR_027,PAR_055,PAR_061,PAR_027 → PAR_055 → PAR_061 → PAR_027,2.127,0.709,3_pares
PAR_061,PAR_075,PAR_064,PAR_061 → PAR_075 → PAR_064 → PAR_061,2.127,0.709,3_pares
PAR_007,PAR_117,PAR_034,PAR_007 → PAR_117 → PAR_034 → PAR_007,2.127,0.709,3_pares
PAR_014,PAR_029,PAR_070,PAR_014 → PAR_029 → PAR_070 → PAR_014,2.127,0.709,3_pares
PAR_003,PAR_069,PAR_025,PAR_003 → PAR_069 → PAR_025 → PAR_003,2.127,0.709,3_pares
PAR_021,PAR_051,PAR_055,PAR_021 → PAR_051 → PAR_055 → PAR_021,2.127,0.709,3_pares
PAR_012,PAR_094,PAR_058,PAR_012 → PAR_094 → PAR_058 → PAR_012,2.127,0.709,3_pares
PAR_034,PAR_080,PAR_069,PAR_034 → PAR_080 → PAR_069 → PAR_034,2.126,0.709,3_pares
PAR_046,PAR_101,PAR_109,PAR_046 → PAR_101 → PAR_109 → PAR_046,2.126,0.709,3_pares
PAR_092,PAR_099,PAR_101,PAR_092 → PAR_099 → PAR_101 → PAR_092,2.126,0.709,3_pares
PAR_052,PAR_069,PAR_070,PAR_052 → PAR_069 → PAR_070 → PAR_052,2.126,0.709,3_pares
PAR_015,PAR_099,PAR_090,PAR_015 → PAR_099 → PAR_090 → PAR_015,2.126,0.709,3_pares
PAR_003,PAR_070,PAR_110,PAR_003 → PAR_070 → PAR_110 → PAR_003,2.126,0.709,3_pares
PAR_061,PAR_099,PAR_073,PAR_061 → PAR_099 → PAR_073 → PAR_061,2.126,0.709,3_pares
PAR_037,PAR_053,PAR_073,PAR_037 → PAR_053 → PAR_073 → PAR_037,2.126,0.709,3_pares
PAR_002,PAR_003,PAR_037,PAR_002 → PAR_003 → PAR_037 → PAR_002,2.126,0.709,3_pares
PAR_014,PAR_070,PAR_109,PAR_014 → PAR_070 → PAR_109 → PAR_014,2.126,0.709,3_pares
PAR_061,PAR_075,PAR_099,PAR_061 → PAR_075 → PAR_099 → PAR_061,2.126,0.709,3_pares
PAR_061,PAR_092,PAR_099,PAR_061 → PAR_092 → PAR_099 → PAR_061,2.126,0.709,3_pares
PAR_053,PAR_069,PAR_111,PAR_053 → PAR_069 → PAR_111 → PAR_053,2.126,0.709,3_pares
PAR_002,PAR_075,PAR_070,PAR_002 → PAR_075 → PAR_070 → PAR_002,2.126,0.709,3_pares
PAR_027,PAR_069,PAR_037,PAR_027 → PAR_069 → PAR_037 → PAR_027,2.125,0.708,3_pares
PAR_012,PAR_034,PAR_029,PAR_012 → PAR_034 → PAR_029 → PAR_012,2.125,0.708,3_pares
PAR_003,PAR_037,PAR_025,PAR_003 → PAR_037 → PAR_025 → PAR_003,2.125,0.708,3_pares
PAR_005,PAR_012,PAR_034,PAR_005 → PAR_012 → PAR_034 → PAR_005,2.125,0.708,3_pares
PAR_003,PAR_027,PAR_080,PAR_003 → PAR_027 → PAR_080 → PAR_003,2.125,0.708,3_pares
PAR_061,PAR_094,PAR_076,PAR_061 → PAR_094 → PAR_076 → PAR_061,2.125,0.708,3_pares
PAR_028,PAR_037,PAR_109,PAR_028 → PAR_037 → PAR_109 → PAR_028,2.125,0.708,3_pares
PAR_067,PAR_090,PAR_094,PAR_067 → PAR_090 → PAR_094 → PAR_067,2.125,0.708,3_pares
PAR_034,PAR_039,PAR_069,PAR_034 → PAR_039 → PAR_069 → PAR_034,2.125,0.708,3_pares
PAR_034,PAR_037,PAR_101,PAR_034 → PAR_037 → PAR_101 → PAR_034,2.125,0.708,3_pares
PAR_037,PAR_103,PAR_090,PAR_037 → PAR_103 → PAR_090 → PAR_037,2.125,0.708,3_pares
PAR_037,PAR_053,PAR_096,PAR_037 → PAR_053 → PAR_096 → PAR_037,2.125,0.708,3_pares
PAR_005,PAR_109,PAR_052,PAR_005 → PAR_109 → PAR_052 → PAR_005,2.125,0.708,3_pares
PAR_005,PAR_090,PAR_070,PAR_005 → PAR_090 → PAR_070 → PAR_005,2.125,0.708,3_pares
PAR_070,PAR_109,PAR_090,PAR_070 → PAR_109 → PAR_090 → PAR_070,2.125,0.708,3_pares
PAR_028,PAR_029,PAR_075,PAR_028 → PAR_029 → PAR_075 → PAR_028,2.125,0.708,3_pares
PAR_028,PAR_029,PAR_092,PAR_028 → PAR_029 → PAR_092 → PAR_028,2.125,0.708,3_pares
PAR_012,PAR_061,PAR_030,PAR_012 → PAR_061 → PAR_030 → PAR_012,2.125,0.708,3_pares
PAR_021,PAR_061,PAR_080,PAR_021 → PAR_061 → PAR_080 → PAR_021,2.125,0.708,3_pares
PAR_025,PAR_055,PAR_037,PAR_025 → PAR_055 → PAR_037 → PAR_025,2.125,0.708,3_pares
PAR_052,PAR_093,PAR_070,PAR_052 → PAR_093 → PAR_070 → PAR_052,2.125,0.708,3_pares
PAR_046,PAR_093,PAR_061,PAR_046 → PAR_093 → PAR_061 → PAR_046,2.124,0.708,3_pares
PAR_037,PAR_103,PAR_070,PAR_037 → PAR_103 → PAR_070 → PAR_037,2.124,0.708,3_pares
PAR_029,PAR_037,PAR_068,PAR_029 → PAR_037 → PAR_068 → PAR_029,2.124,0.708,3_pares
PAR_075,PAR_103,PAR_085,PAR_075 → PAR_103 → PAR_085 → PAR_075,2.124,0.708,3_pares
PAR_075,PAR_103,PAR_090,PAR_075 → PAR_103 → PAR_090 → PAR_075,2.124,0.708,3_pares
PAR_014,PAR_037,PAR_058,PAR_014 → PAR_037 → PAR_058 → PAR_014,2.124,0.708,3_pares
PAR_037,PAR_053,PAR_075,PAR_037 → PAR_053 → PAR_075 → PAR_037,2.124,0.708,3_pares
PAR_021,PAR_061,PAR_094,PAR_021 → PAR_061 → PAR_094 → PAR_021,2.124,0.708,3_pares
PAR_064,PAR_094,PAR_075,PAR_064 → PAR_094 → PAR_075 → PAR_064,2.124,0.708,3_pares
PAR_002,PAR_003,PAR_075,PAR_002 → PAR_003 → PAR_075 → PAR_002,2.124,0.708,3_pares
PAR_052,PAR_112,PAR_109,PAR_052 → PAR_112 → PAR_109 → PAR_052,2.124,0.708,3_pares
PAR_012,PAR_094,PAR_091,PAR_012 → PAR_094 → PAR_091 → PAR_012,2.124,0.708,3_pares
PAR_034,PAR_075,PAR_101,PAR_034 → PAR_075 → PAR_101 → PAR_034,2.124,0.708,3_pares
PAR_058,PAR_069,PAR_070,PAR_058 → PAR_069 → PAR_070 → PAR_058,2.124,0.708,3_pares
PAR_021,PAR_068,PAR_069,PAR_021 → PAR_068 → PAR_069 → PAR_021,2.124,0.708,3_pares
PAR_012,PAR_034,PAR_109,PAR_012 → PAR_034 → PAR_109 → PAR_012,2.124,0.708,3_pares
PAR_037,PAR_109,PAR_068,PAR_037 → PAR_109 → PAR_068 → PAR_037,2.124,0.708,3_pares
PAR_046,PAR_099,PAR_075,PAR_046 → PAR_099 → PAR_075 → PAR_046,2.124,0.708,3_pares
PAR_002,PAR_061,PAR_070,PAR_002 → PAR_061 → PAR_070 → PAR_002,2.123,0.708,3_pares
PAR_021,PAR_090,PAR_070,PAR_021 → PAR_090 → PAR_070 → PAR_021,2.123,0.708,3_pares
PAR_021,PAR_028,PAR_037,PAR_021 → PAR_028 → PAR_037 → PAR_021,2.123,0.708,3_pares
PAR_003,PAR_070,PAR_029,PAR_003 → PAR_070 → PAR_029 → PAR_003,2.123,0.708,3_pares
PAR_075,PAR_099,PAR_094,PAR_075 → PAR_099 → PAR_094 → PAR_075,2.123,0.708,3_pares
PAR_069,PAR_109,PAR_117,PAR_069 → PAR_109 → PAR_117 → PAR_069,2.123,0.708,3_pares
PAR_075,PAR_111,PAR_080,PAR_075 → PAR_111 → PAR_080 → PAR_075,2.123,0.708,3_pares
PAR_034,PAR_037,PAR_039,PAR_034 → PAR_037 → PAR_039 → PAR_034,2.123,0.708,3_pares
PAR_073,PAR_094,PAR_099,PAR_073 → PAR_094 → PAR_099 → PAR_073,2.123,0.708,3_pares
PAR_092,PAR_099,PAR_094,PAR_092 → PAR_099 → PAR_094 → PAR_092,2.123,0.708,3_pares
PAR_034,PAR_075,PAR_046,PAR_034 → PAR_075 → PAR_046 → PAR_034,2.123,0.708,3_pares
PAR_037,PAR_103,PAR_110,PAR_037 → PAR_103 → PAR_110 → PAR_037,2.123,0.708,3_pares
PAR_064,PAR_073,PAR_094,PAR_064 → PAR_073 → PAR_094 → PAR_064,2.123,0.708,3_pares
PAR_053,PAR_073,PAR_111,PAR_053 → PAR_073 → PAR_111 → PAR_053,2.123,0.708,3_pares
PAR_003,PAR_034,PAR_117,PAR_003 → PAR_034 → PAR_117 → PAR_003,2.123,0.708,3_pares
PAR_029,PAR_094,PAR_039,PAR_029 → PAR_094 → PAR_039 → PAR_029,2.123,0.708,3_pares
PAR_012,PAR_021,PAR_099,PAR_012 → PAR_021 → PAR_099 → PAR_012,2.123,0.708,3_pares
PAR_015,PAR_055,PAR_111,PAR_015 → PAR_055 → PAR_111 → PAR_015,2.123,0.708,3_pares
PAR_003,PAR_070,PAR_112,PAR_003 → PAR_070 → PAR_112 → PAR_003,2.123,0.708,3_pares
PAR_069,PAR_070,PAR_102,PAR_069 → PAR_070 → PAR_102 → PAR_069,2.123,0.708,3_pares
PAR_058,PAR_093,PAR_070,PAR_058 → PAR_093 → PAR_070 → PAR_058,2.123,0.708,3_pares
PAR_053,PAR_069,PAR_061,PAR_053 → PAR_069 → PAR_061 → PAR_053,2.123,0.708,3_pares
PAR_012,PAR_109,PAR_016,PAR_012 → PAR_109 → PAR_016 → PAR_012,2.123,0.708,3_pares
PAR_034,PAR_037,PAR_080,PAR_034 → PAR_037 → PAR_080 → PAR_034,2.123,0.708,3_pares
PAR_024,PAR_069,PAR_061,PAR_024 → PAR_069 → PAR_061 → PAR_024,2.123,0.708,3_pares
PAR_034,PAR_075,PAR_080,PAR_034 → PAR_075 → PAR_080 → PAR_034,2.122,0.707,3_pares
PAR_021,PAR_109,PAR_052,PAR_021 → PAR_109 → PAR_052 → PAR_021,2.122,0.707,3_pares
PAR_026,PAR_028,PAR_027,PAR_026 → PAR_028 → PAR_027 → PAR_026,2.122,0.707,3_pares
PAR_053,PAR_075,PAR_111,PAR_053 → PAR_075 → PAR_111 → PAR_053,2.122,0.707,3_pares
PAR_012,PAR_061,PAR_029,PAR_012 → PAR_061 → PAR_029 → PAR_012,2.122,0.707,3_pares
PAR_012,PAR_069,PAR_111,PAR_012 → PAR_069 → PAR_111 → PAR_012,2.122,0.707,3_pares
PAR_005,PAR_021,PAR_052,PAR_005 → PAR_021 → PAR_052 → PAR_005,2.122,0.707,3_pares
PAR_034,PAR_051,PAR_055,PAR_034 → PAR_051 → PAR_055 → PAR_034,2.122,0.707,3_pares
PAR_003,PAR_109,PAR_090,PAR_003 → PAR_109 → PAR_090 → PAR_003,2.122,0.707,3_pares
PAR_068,PAR_090,PAR_094,PAR_068 → PAR_090 → PAR_094 → PAR_068,2.122,0.707,3_pares
PAR_094,PAR_111,PAR_120,PAR_094 → PAR_111 → PAR_120 → PAR_094,2.122,0.707,3_pares
PAR_046,PAR_061,PAR_111,PAR_046 → PAR_061 → PAR_111 → PAR_046,2.121,0.707,3_pares
PAR_015,PAR_053,PAR_057,PAR_015 → PAR_053 → PAR_057 → PAR_015,2.121,0.707,3_pares
PAR_046,PAR_061,PAR_099,PAR_046 → PAR_061 → PAR_099 → PAR_046,2.121,0.707,3_pares
PAR_012,PAR_015,PAR_103,PAR_012 → PAR_015 → PAR_103 → PAR_012,2.121,0.707,3_pares
PAR_015,PAR_101,PAR_070,PAR_015 → PAR_101 → PAR_070 → PAR_015,2.121,0.707,3_pares
PAR_021,PAR_117,PAR_069,PAR_021 → PAR_117 → PAR_069 → PAR_021,2.121,0.707,3_pares
PAR_037,PAR_053,PAR_061,PAR_037 → PAR_053 → PAR_061 → PAR_037,2.121,0.707,3_pares
PAR_030,PAR_075,PAR_052,PAR_030 → PAR_075 → PAR_052 → PAR_030,2.121,0.707,3_pares
PAR_069,PAR_070,PAR_085,PAR_069 → PAR_070 → PAR_085 → PAR_069,2.121,0.707,3_pares
PAR_014,PAR_061,PAR_103,PAR_014 → PAR_061 → PAR_103 → PAR_014,2.121,0.707,3_pares
PAR_012,PAR_021,PAR_032,PAR_012 → PAR_021 → PAR_032 → PAR_012,2.121,0.707,3_pares
PAR_061,PAR_094,PAR_064,PAR_061 → PAR_094 → PAR_064 → PAR_061,2.12,0.707,3_pares
PAR_037,PAR_046,PAR_053,PAR_037 → PAR_046 → PAR_053 → PAR_037,2.12,0.707,3_pares
PAR_003,PAR_038,PAR_090,PAR_003 → PAR_038 → PAR_090 → PAR_003,2.12,0.707,3_pares
PAR_057,PAR_070,PAR_064,PAR_057 → PAR_070 → PAR_064 → PAR_057,2.12,0.707,3_pares
PAR_015,PAR_053,PAR_090,PAR_015 → PAR_053 → PAR_090 → PAR_015,2.12,0.707,3_pares
PAR_021,PAR_068,PAR_075,PAR_021 → PAR_068 → PAR_075 → PAR_021,2.12,0.707,3_pares
PAR_003,PAR_021,PAR_090,PAR_003 → PAR_021 → PAR_090 → PAR_003,2.12,0.707,3_pares
PAR_003,PAR_069,PAR_114,PAR_003 → PAR_069 → PAR_114 → PAR_003,2.12,0.707,3_pares
PAR_037,PAR_109,PAR_117,PAR_037 → PAR_109 → PAR_117 → PAR_037,2.12,0.707,3_pares
PAR_003,PAR_027,PAR_018,PAR_003 → PAR_027 → PAR_018 → PAR_003,2.12,0.707,3_pares
PAR_069,PAR_070,PAR_110,PAR_069 → PAR_070 → PAR_110 → PAR_069,2.12,0.707,3_pares
PAR_003,PAR_070,PAR_038,PAR_003 → PAR_070 → PAR_038 → PAR_003,2.12,0.707,3_pares
PAR_003,PAR_027,PAR_036,PAR_003 → PAR_027 → PAR_036 → PAR_003,2.12,0.707,3_pares
PAR_032,PAR_037,PAR_045,PAR_032 → PAR_037 → PAR_045 → PAR_032,2.12,0.707,3_pares
PAR_053,PAR_073,PAR_061,PAR_053 → PAR_073 → PAR_061 → PAR_053,2.12,0.707,3_pares
PAR_046,PAR_093,PAR_094,PAR_046 → PAR_093 → PAR_094 → PAR_046,2.12,0.707,3_pares
PAR_070,PAR_096,PAR_090,PAR_070 → PAR_096 → PAR_090 → PAR_070,2.119,0.706,3_pares
PAR_037,PAR_085,PAR_090,PAR_037 → PAR_085 → PAR_090 → PAR_037,2.119,0.706,3_pares
PAR_015,PAR_080,PAR_070,PAR_015 → PAR_080 → PAR_070 → PAR_015,2.119,0.706,3_pares
PAR_070,PAR_120,PAR_090,PAR_070 → PAR_120 → PAR_090 → PAR_070,2.119,0.706,3_pares
PAR_064,PAR_085,PAR_070,PAR_064 → PAR_085 → PAR_070 → PAR_064,2.119,0.706,3_pares
PAR_005,PAR_075,PAR_103,PAR_005 → PAR_075 → PAR_103 → PAR_005,2.119,0.706,3_pares
PAR_012,PAR_029,PAR_094,PAR_012 → PAR_029 → PAR_094 → PAR_012,2.119,0.706,3_pares
PAR_052,PAR_085,PAR_061,PAR_052 → PAR_085 → PAR_061 → PAR_052,2.119,0.706,3_pares
PAR_032,PAR_075,PAR_045,PAR_032 → PAR_075 → PAR_045 → PAR_032,2.119,0.706,3_pares
PAR_061,PAR_099,PAR_080,PAR_061 → PAR_099 → PAR_080 → PAR_061,2.119,0.706,3_pares
PAR_061,PAR_094,PAR_099,PAR_061 → PAR_094 → PAR_099 → PAR_061,2.119,0.706,3_pares
PAR_052,PAR_061,PAR_070,PAR_052 → PAR_061 → PAR_070 → PAR_052,2.119,0.706,3_pares
PAR_053,PAR_061,PAR_111,PAR_053 → PAR_061 → PAR_111 → PAR_053,2.119,0.706,3_pares
PAR_053,PAR_075,PAR_061,PAR_053 → PAR_075 → PAR_061 → PAR_053,2.119,0.706,3_pares
PAR_025,PAR_055,PAR_061,PAR_025 → PAR_055 → PAR_061 → PAR_025,2.119,0.706,3_pares
PAR_024,PAR_075,PAR_061,PAR_024 → PAR_075 → PAR_061 → PAR_024,2.119,0.706,3_pares
PAR_046,PAR_096,PAR_094,PAR_046 → PAR_096 → PAR_094 → PAR_046,2.119,0.706,3_pares
PAR_061,PAR_067,PAR_069,PAR_061 → PAR_067 → PAR_069 → PAR_061,2.119,0.706,3_pares
PAR_014,PAR_090,PAR_034,PAR_014 → PAR_090 → PAR_034 → PAR_014,2.119,0.706,3_pares
PAR_012,PAR_037,PAR_016,PAR_012 → PAR_037 → PAR_016 → PAR_012,2.119,0.706,3_pares
PAR_002,PAR_069,PAR_037,PAR_002 → PAR_069 → PAR_037 → PAR_002,2.119,0.706,3_pares
PAR_014,PAR_070,PAR_034,PAR_014 → PAR_070 → PAR_034 → PAR_014,2.119,0.706,3_pares
PAR_061,PAR_109,PAR_068,PAR_061 → PAR_109 → PAR_068 → PAR_061,2.119,0.706,3_pares
PAR_037,PAR_053,PAR_080,PAR_037 → PAR_053 → PAR_080 → PAR_037,2.119,0.706,3_pares
PAR_018,PAR_099,PAR_075,PAR_018 → PAR_099 → PAR_075 → PAR_018,2.119,0.706,3_pares
PAR_052,PAR_093,PAR_109,PAR_052 → PAR_093 → PAR_109 → PAR_052,2.119,0.706,3_pares
PAR_034,PAR_057,PAR_070,PAR_034 → PAR_057 → PAR_070 → PAR_034,2.118,0.706,3_pares
PAR_014,PAR_094,PAR_103,PAR_014 → PAR_094 → PAR_103 → PAR_014,2.118,0.706,3_pares
PAR_052,PAR_096,PAR_109,PAR_052 → PAR_096 → PAR_109 → PAR_052,2.118,0.706,3_pares
PAR_034,PAR_057,PAR_090,PAR_034 → PAR_057 → PAR_090 → PAR_034,2.118,0.706,3_pares
PAR_003,PAR_111,PAR_007,PAR_003 → PAR_111 → PAR_007 → PAR_003,2.118,0.706,3_pares
PAR_003,PAR_051,PAR_101,PAR_003 → PAR_051 → PAR_101 → PAR_003,2.118,0.706,3_pares
PAR_014,PAR_061,PAR_058,PAR_014 → PAR_061 → PAR_058 → PAR_014,2.118,0.706,3_pares
PAR_034,PAR_046,PAR_080,PAR_034 → PAR_046 → PAR_080 → PAR_034,2.118,0.706,3_pares
PAR_052,PAR_120,PAR_109,PAR_052 → PAR_120 → PAR_109 → PAR_052,2.118,0.706,3_pares
PAR_003,PAR_025,PAR_080,PAR_003 → PAR_025 → PAR_080 → PAR_003,2.118,0.706,3_pares
PAR_051,PAR_053,PAR_070,PAR_051 → PAR_053 → PAR_070 → PAR_051,2.118,0.706,3_pares
PAR_053,PAR_101,PAR_111,PAR_053 → PAR_101 → PAR_111 → PAR_053,2.118,0.706,3_pares
PAR_052,PAR_064,PAR_109,PAR_052 → PAR_064 → PAR_109 → PAR_052,2.118,0.706,3_pares
PAR_018,PAR_080,PAR_021,PAR_018 → PAR_080 → PAR_021 → PAR_018,2.118,0.706,3_pares
PAR_012,PAR_034,PAR_064,PAR_012 → PAR_034 → PAR_064 → PAR_012,2.118,0.706,3_pares
PAR_046,PAR_053,PAR_075,PAR_046 → PAR_053 → PAR_075 → PAR_046,2.118,0.706,3_pares
PAR_018,PAR_099,PAR_034,PAR_018 → PAR_099 → PAR_034 → PAR_018,2.118,0.706,3_pares
PAR_029,PAR_075,PAR_052,PAR_029 → PAR_075 → PAR_052 → PAR_029,2.118,0.706,3_pares
PAR_051,PAR_080,PAR_070,PAR_051 → PAR_080 → PAR_070 → PAR_051,2.118,0.706,3_pares
PAR_027,PAR_075,PAR_061,PAR_027 → PAR_075 → PAR_061 → PAR_027,2.117,0.706,3_pares
PAR_046,PAR_101,PAR_061,PAR_046 → PAR_101 → PAR_061 → PAR_046,2.117,0.706,3_pares
PAR_052,PAR_099,PAR_109,PAR_052 → PAR_099 → PAR_109 → PAR_052,2.117,0.706,3_pares
PAR_068,PAR_092,PAR_099,PAR_068 → PAR_092 → PAR_099 → PAR_068,2.117,0.706,3_pares
PAR_012,PAR_034,PAR_099,PAR_012 → PAR_034 → PAR_099 → PAR_012,2.117,0.706,3_pares
PAR_005,PAR_012,PAR_027,PAR_005 → PAR_012 → PAR_027 → PAR_005,2.117,0.706,3_pares
PAR_003,PAR_034,PAR_007,PAR_003 → PAR_034 → PAR_007 → PAR_003,2.117,0.706,3_pares
PAR_058,PAR_061,PAR_070,PAR_058 → PAR_061 → PAR_070 → PAR_058,2.117,0.706,3_pares
PAR_064,PAR_068,PAR_075,PAR_064 → PAR_068 → PAR_075 → PAR_064,2.117,0.706,3_pares
PAR_014,PAR_069,PAR_109,PAR_014 → PAR_069 → PAR_109 → PAR_014,2.117,0.706,3_pares
PAR_033,PAR_037,PAR_070,PAR_033 → PAR_037 → PAR_070 → PAR_033,2.117,0.706,3_pares
PAR_061,PAR_102,PAR_070,PAR_061 → PAR_102 → PAR_070 → PAR_061,2.117,0.706,3_pares
PAR_030,PAR_037,PAR_070,PAR_030 → PAR_037 → PAR_070 → PAR_030,2.117,0.706,3_pares
PAR_037,PAR_110,PAR_090,PAR_037 → PAR_110 → PAR_090 → PAR_037,2.117,0.706,3_pares
PAR_029,PAR_069,PAR_070,PAR_029 → PAR_069 → PAR_070 → PAR_029,2.116,0.705,3_pares
PAR_018,PAR_099,PAR_061,PAR_018 → PAR_099 → PAR_061 → PAR_018,2.116,0.705,3_pares
PAR_034,PAR_117,PAR_069,PAR_034 → PAR_117 → PAR_069 → PAR_034,2.116,0.705,3_pares
PAR_003,PAR_034,PAR_026,PAR_003 → PAR_034 → PAR_026 → PAR_003,2.116,0.705,3_pares
PAR_030,PAR_075,PAR_070,PAR_030 → PAR_075 → PAR_070 → PAR_030,2.116,0.705,3_pares
PAR_028,PAR_034,PAR_075,PAR_028 → PAR_034 → PAR_075 → PAR_028,2.116,0.705,3_pares
PAR_051,PAR_053,PAR_055,PAR_051 → PAR_053 → PAR_055 → PAR_051,2.116,0.705,3_pares
PAR_003,PAR_094,PAR_025,PAR_003 → PAR_094 → PAR_025 → PAR_003,2.116,0.705,3_pares
PAR_069,PAR_111,PAR_117,PAR_069 → PAR_111 → PAR_117 → PAR_069,2.116,0.705,3_pares
PAR_034,PAR_037,PAR_068,PAR_034 → PAR_037 → PAR_068 → PAR_034,2.116,0.705,3_pares
PAR_034,PAR_070,PAR_090,PAR_034 → PAR_070 → PAR_090 → PAR_034,2.116,0.705,3_pares
PAR_039,PAR_070,PAR_052,PAR_039 → PAR_070 → PAR_052 → PAR_039,2.116,0.705,3_pares
PAR_034,PAR_070,PAR_085,PAR_034 → PAR_070 → PAR_085 → PAR_034,2.116,0.705,3_pares
PAR_003,PAR_111,PAR_085,PAR_003 → PAR_111 → PAR_085 → PAR_003,2.116,0.705,3_pares
PAR_028,PAR_075,PAR_111,PAR_028 → PAR_075 → PAR_111 → PAR_028,2.116,0.705,3_pares
PAR_003,PAR_070,PAR_064,PAR_003 → PAR_070 → PAR_064 → PAR_003,2.116,0.705,3_pares
PAR_026,PAR_055,PAR_034,PAR_026 → PAR_055 → PAR_034 → PAR_026,2.116,0.705,3_pares
PAR_003,PAR_034,PAR_085,PAR_003 → PAR_034 → PAR_085 → PAR_003,2.115,0.705,3_pares
PAR_014,PAR_069,PAR_021,PAR_014 → PAR_069 → PAR_021 → PAR_014,2.115,0.705,3_pares
PAR_003,PAR_094,PAR_103,PAR_003 → PAR_094 → PAR_103 → PAR_003,2.115,0.705,3_pares
PAR_003,PAR_037,PAR_030,PAR_003 → PAR_037 → PAR_030 → PAR_003,2.115,0.705,3_pares
PAR_021,PAR_055,PAR_029,PAR_021 → PAR_055 → PAR_029 → PAR_021,2.115,0.705,3_pares
PAR_055,PAR_070,PAR_111,PAR_055 → PAR_070 → PAR_111 → PAR_055,2.115,0.705,3_pares
PAR_012,PAR_061,PAR_111,PAR_012 → PAR_061 → PAR_111 → PAR_012,2.115,0.705,3_pares
PAR_003,PAR_069,PAR_029,PAR_003 → PAR_069 → PAR_029 → PAR_003,2.115,0.705,3_pares
PAR_014,PAR_029,PAR_037,PAR_014 → PAR_029 → PAR_037 → PAR_014,2.115,0.705,3_pares
PAR_014,PAR_094,PAR_058,PAR_014 → PAR_094 → PAR_058 → PAR_014,2.115,0.705,3_pares
PAR_021,PAR_028,PAR_094,PAR_021 → PAR_028 → PAR_094 → PAR_021,2.115,0.705,3_pares
PAR_061,PAR_067,PAR_075,PAR_061 → PAR_067 → PAR_075 → PAR_061,2.115,0.705,3_pares
PAR_003,PAR_021,PAR_005,PAR_003 → PAR_021 → PAR_005 → PAR_003,2.114,0.705,3_pares
PAR_002,PAR_069,PAR_061,PAR_002 → PAR_069 → PAR_061 → PAR_002,2.114,0.705,3_pares
PAR_037,PAR_058,PAR_069,PAR_037 → PAR_058 → PAR_069 → PAR_037,2.114,0.705,3_pares
